id,place_id,name,description,price,category,popularity_score,photo_references,availability,created_at,updated_at
01ae847a-4137-41ca-9f16-c278a4e98d0e,6c7ab592-718e-4d5a-bf7a-a389d6a08340,Signature Dish,Our chef's special creation,22.19,Main Course,4.12531237948454,"[""AeeoHcLHKsKmyjDywmzfRh-zRolwbg81c0IicSJtKqU_e9ojOw24dbDhqTbxYM9OGjB45mBttYaic4LO39JfIyzNjmzybiUHfC4IjX0ECYPeB_frMRljDH9_KcY-2P_4LrrhIWVAfEHtGyDcPtgAKf48LX93feshN6JesLUuRfeLpAUAjQKqsLXQzahBv1NWrapn0kkNRlbaky2wSY0YTuPWqAjRroWwT9s-WP3nQF6WqKNWLvgJqnEgU6wElywoyVKwtmRQPr-pPnO9aHKra4NaD3xmpKLcLvIUjMCGOs6fuKv4cp32rv0oizCZAeSBWfevZz-RT7UdKkQC-8JtzULxvFs7s7OaFCFHjocLIa9YqYN_2tmPvLndUt5c3xLw51Hagh3p8PJhjp9DSsbGHNkgK8R9y39ad-CZNKd_20AYZ8IO-RoEflpIyDFHNT2x0LHNC5MtKZViMlr3MTNLp_zHxmCyKHQAPjsHF_sNf2EvhrQpG8kFPBOwd3Dvl4YraRgppJZrOByLhwoJX1Y0tkN2qFllK_A8LtXm6wweDizc1SH2keyzqJH8Jhg8clwyLuSwwfovOtfyf77jA8VvbwLRK3RcBwqXr7_aVIZ5Udb7gntTBHOmczqygRxWAVVPxFxK""]","[""always""]",2025-04-27 01:37:59.130428+00,2025-04-27 01:37:59.130428+00
01da1d45-e687-48a2-8013-002f95059a34,04f24811-4410-4211-8644-bd7de33de308,Cookies,Assorted flavors,3.03,Dessert,3.93720824559126,"[""AeeoHcIh66zIW6X6bxbJbiWwdmqNnG9VaaWYyB33UbyaZIzWVoh0TpL4AFC6BH8p4nmRK66GXmH3HV77u7hTBxCP_zKz7_BYxfXz3Bxqvg8NqbPeAHh68ho7vTqT_aHvIEn-AB_wnIDvZDHB-BS1YnmFIO_uPkxL3hW48b2SsSt8Den5EcgkgjDoJjjYluwJ7CaJdEQHqNGmvoH7206EGFrQ_DqhPQ6OqSyMZ597KPQ46hPM2k3pBGN6D6cmjHkyyHei9f3xUyOSe15vcCvVXF-C59qozyyvKncT9RsnL9_XOTCDIiFZpanJQHZ2zh0MLTfTdmgX-CbogtOWdsiPxwcAXA_dgLgyOAHR2lpo0L2xtXwhMEzSraeeCNQ3CiEKd-FcrlRprVGyEnVaGo_IKNEqkG54PBY0q3tKjgcXaV7QdMf_UbuWsUI1hY06F-sDotr-xywdXj79LsnYcMxyGdzBvmEaQhmNkGQHz0j-pF40bmCEtd-X59hXQhQ4SsG4W5uJae6-w7W54xU-K3Y1UwpG9Ikku-3VByGF4vwZ6J7SWvmNSsSxjdDqTkXrzuFc03Y2gK4w73M-zz_YM8LGckAhdkOjRzSg5UU9MM8Sz2RTt6pFffW3npiIqrkxn4EpoEy3rDKl2A""]","[""always""]",2025-04-27 01:47:09.631393+00,2025-04-27 01:47:09.631393+00
01edb91a-6dc4-4fb3-94ad-7f1c6284f0e0,9d356f10-9985-4b19-a649-1699e0785839,Wine Glass,Selected from our cellar,8.66,Wine,3.86265646813603,"[""AeeoHcJwm9hqU9x_YW-k2muvFcZO0oeOlzMIhu2UGYRYF7d5tpWnBiqew4gNfxSjvd_S3GIGKe18wpoWngAvCJL17G2CQ10j69tUkkmkOZa-OvranSTOjq7z9N_-ZzBfpBPhhokBIbRlbDI9P6CliDEUtkW22pUfdFl_lbO-334YcXvjBKwva-Pj5jPhuU3989PfDqVKh95pG4lU_ytNffHhYyHybJu2fjDMn0e3eaDyKwjMFJTFQ4SCYc_79nBlS1tJt38h7ztVXqFnIXa-Bex5rwCIftuunHHvjbwFgWodo2raZjiWf3_l5lDzeSWrbALFGxFQxWuv4XA""]","[""always""]",2025-04-26 23:09:24.717074+00,2025-04-26 23:09:24.717074+00
0200d5fe-fcc6-4434-8f4c-1c9740f5130a,7c65988e-b5ee-43fc-a6c2-90172838b993,Grilled Salmon,Fresh salmon with vegetables,25.73,Main Course,3.81514050424197,"[""AeeoHcLB7KtPBgBpVs7SBRgRaqAaIEhnCZrlX3eUOelGw2qDI2C-XKjRnljaYoJHjM6O40A-RkL7VhfiyEkVjHsfXs5uBhz22gkUcUqzZ7Z0tlGC-ntMZr0dsP0tgaVnXgV89uCtA44PNRgTlEnnBdLmjgF01sPcNLQ4pncRnp0XZ8QwMi1MzG55nmUCNZRineKtZobCaQ6vBRiQ4xw2DW4D_w8jET87WBoql25EQGP-mXz54xQnOUztv4p4mrqch7MExvqx6d3Ut8v_4CvfpSCZGtrERYQmXaItYt1PkyyVup69USfJ1j1DC2dPYv5ODnKz2zwuNswwsto""]","[""always""]",2025-04-27 01:50:43.452938+00,2025-04-27 01:50:43.452938+00
028d8efd-ef2a-4f7b-8c98-c96d66d3426a,7aa36259-986f-4049-9cb2-28e638e26a8c,Craft Beer,Local brewery selection,6.69,Beer,4.99725845710696,"[""AeeoHcJIANovSphplpHXA4r0QAU65RhlAdHhS5yesJSDPIA1_BO3cCHfcnr_agD4zYEWsg9E_E9PaAcnz-6sfYfLYxnDr2-EueIewdQLlXjhtG6j51O_GeqcSfa4qqGOoujs8ijrNqpi8pZcrgtH-44LzkapJFxDeP_siCWYbCixkiIK2aCWmoa4F3CPD_0WV6_NF4nRrtHtMzfysYcDofClQ6DOgFAgG4axFCu04AqDe1NSrFenR7mDUtFRLUmiF6jclsSg5MKQIVsL266CbY2WwFY3VeJMTwmbKmsEW3DZSSbAUeo1dBSO_pX7V0HFLNVkf_R-_Yia2Js""]","[""always""]",2025-04-27 01:38:43.192467+00,2025-04-27 01:38:43.192467+00
02ee8164-8a9c-4844-8fbb-9a47ce63e763,097bbd1b-47d3-4634-9e9e-32f9ba778bdc,Avocado Toast,Fresh avocado on artisan bread,9.73,Food,4.98135147953826,"[""AeeoHcLOOVRQMnh_3zrtGHbwwPcNytc8wsnwg7c02MGOLUMa1_JO5TLWtpuR1fT674sIEV2Gn2M9oeMYdE_g0sR7MsDHhKUBrLejEO8Kk80OFD1CMG7860PRFM0wLaXDJZn7sOhob1KVg1GEjAKQRQFy32g2LzbG7TvDfSFvJdsUkHhZk2plpc8G5GKa6Kfh7dpyf7CF4PilkNH6dCeGnRJ6wQK-2kReC7vnsJxkUtE6qp-DBdMqSnOtbR5OIOw5HTT-IO9i6fVubepA9-wAxF5Khy6n_gIlkXn5IVL-v96y2ucczYuB9zknD8Fq4v2Niy3hBx4GH4QkM0k""]","[""always""]",2025-04-27 01:39:06.112986+00,2025-04-27 01:39:06.112986+00
03c39bf0-3aa4-483c-82ec-0a1dc38c0c60,ea3e856b-addf-4b98-8e63-f1dead1c54af,Wine Glass,Selected from our cellar,10.21,Wine,3.89588417580963,"[""AeeoHcLwCU0B2xG31Vle_PLwUCPRmSlk-ST66TijTc5mia8C5m0OhnyOwUP_Fz6y652X2VMrYsRwuaQAmuVGYZVlEjNVwMpUapkwPvNun4_2Hers1Woc--SUrNb9s2QJAuD4UEVUlhxMXj942FXn7NmMpuKhb8eKpOPx4IvfNQ9t2i7QFl8Ur7bbVrgcvXkpwIIrpuTDu6HkWyzTNOKmCfw9NrPGAm5cHT4dHOShrifzm2vowrAfDRuPkoLlzKNg_lOf4HlsOnt66nTf2V4Rw1uiKkopAzPhHOxLbFqtjMwn5ZnIBI1sB_57heDWZ660fm39C1_TMjmT7rrO7NHiQ9NPBki8Gly2sPSX-_r0_RDd-UVMUudwvFjq-Ez1f82KKss0eFX7uk980a05PQ6eG6Pvm1P3MINiOhNLVgTov-WAx75HQkQrNRiLVq5NkC3VoHli7jzh9-O9oB4FlYz4ANm55qzTmCrWb_3zm0nccUoKvKZA3jYP1sZvvxPjZyX2tVL4n5YJ1Uobq4CRfIvjLzyG4xQgtFv6o_9wj1psU6wo4cYmZqzE7hHenJSHhkXKhPfPpgwu87HNtYkmfs8JpROYarAHPK0t-dumf2SkLFbja3GWerpYXiu_Vue_08QYGpd6J3RR-Iug""]","[""always""]",2025-04-26 23:08:52.181287+00,2025-04-26 23:08:52.181287+00
03f65baf-d49c-40e6-a015-ff60f3091968,116c7d1a-a430-4d1f-89e8-6a2d8774f2c6,Avocado Toast,Fresh avocado on artisan bread,8.24,Food,4.1832177183377,"[""AeeoHcKJcE4P1DZPuhZXPoad-6TmV8VBtBZ7--uSCJOYI74i1_d-qrIue52vneExo_hDpRgabV3aj71xQacwRl-C3skOq9xEBqCNsxb3ho0aMHD34kP-34Uh5Ko8eK9IrySHxR0JGJu1EIThvSnzKS_75kYLR6FxAU6AwqC0fvtRa0eiknECvAusBY76cCnGbZqKkNXb0p5rqsGhv4kOJuhifAUuA_cwD7kev27diyPFNTwklqWuRjW_j-VoG4GFi6QzZkePFGNBPgtyA3mSVkkGTuURHwiqsse7xd4MNFlvKjBQtakD5qrsSJkvkAXL6qqbE0DJBlcLC51x2nJvoUQicc42VA1LS56G9E0sYiYCp4bqnqKlxIgPgDYHR-bOctWml4ihoj-ccQ6c5ufAB9ujPM-V4QwCThGQXTV06yVCrc8fai-0SBc74uB--Yi5qHfRyR5gXKT3wYVLYbArCSfaydAc3ez6gk6Dt2LrgDJ1dCdNsoKpAZRiAF9IGhMOXf8NHzxItqn5Jqu7PSUPKi7yP3XKvkk9SMz5gK6Psi1TmhqGeEaO-UpvjyXCjU88v7OwNUE5vNDFjlp1sfEaiACR1YWmPXl2MOaBDkWbdJf0vsglnIRKv1WjlZPsXHi4QhMrA6C1uZRB""]","[""always""]",2025-04-26 23:07:10.147993+00,2025-04-26 23:07:10.147993+00
040050a2-0378-4882-b4ca-3ee82365166e,be875de3-8a22-4b0c-87b9-14a136ba90e7,House Coffee,Our signature blend,3.97,Beverage,3.19498432876982,"[""AeeoHcIZ3puZOdXWEsJTDkjUSmDOe6Yc3DkQgxmfa9WH33WIsYR5AxuGKZ8OtnNr6-lBQrQ7mg8sC_pllHQ7A3BdwgKXuyCSU7sEw3HjgHq4TZ_MXCEla86gAHxZaZE-3yk1YkUW0N3ovw5XZdy9DaS3x6qywvtLc02sjfvumORU45jBILbK96c5sBUd3SElMSJc_MEi_n068zDaevXZHRll9tSX_4s0-jwzyqp-7qeylcbnV-j8flj05IzhOps1qijFO7Ivkaac4dDOxGRF_yD-gSnXvYlk8gnOao3cJ8-e85JD6f5gcl86_9UlDHrYlaBfl5QTX1dEIjevXZgCmuVpXg_AmSC_EzMCZMU0YzT39WqSkcxGtuoD5vSW8u8MPdqKASdbCfs19yMWgQDsURFjbTguMlwDGQiz8m53SOacIwc6MsBMpYQAA1wwf2IQew_fVdrkNV3J81WvIlcxOaCxAbb40ClFQ9Tln4W7LRV4DWKuogbz3WXXibUecm6eG1yp00b-5cU2YM2pPQcveNquw0BT3x0PxkPpCYYiAwizSnUo5h9-VKt1jH0DjjXBC24483ozrQZjDTvgeVMTH-OuDHtkrr8IefNrjwppDPCYh7r7hJ1Wp3DU7cZP9aVxVkrYiUdjzkNi""]","[""always""]",2025-04-27 01:38:35.492641+00,2025-04-27 01:38:35.492641+00
042f8e9f-e0c4-40d0-bfe4-4c2b3da4675b,48cb4b43-614f-4014-897d-e369641892f5,Avocado Toast,Fresh avocado on artisan bread,10.35,Food,3.86193708673042,"[""AeeoHcJYbiypZknq_9YmT248owy_Io7Bgur8jFhTU3tLqIi4TYRP735IBQWbzfMLNuuQDK3OgbMES7AJVi9m8XTvnSrHqVxsYo0vvL1An7wtqLW7VEQ-Gqf3Jz3eHjnaSbrsRzhiYqfBtMlHDaoldKNf-7vmHvs0OsMyLgO-G--GyoOoMCY-eUghCRDx6MhmS2g9PpXl6NMM1TGw5vg-jWSuHYm2gWrQPCaBRbONpLeHF3iufwHCG5Fjt5pYv8pkt2bmdAZQIuJDOe29r0IMuC6mQqw6qGLMI2GRPNZq0CqY4X1twobZxLicf8t6imbtn8i38hBYGJeJE9YhuYpoX37rVlPruwnPqNwd9u7fF469Oe2AaFEUJXrgRGkBrT34sUszGzLmNoPutftr-33f9hd4EmQW4lPftlr3B3myq8YNa8Uehtz_4wwlOfoZXBTupdp7cW9HLzkrHmZHBWM-SNHDa6vI-4nX91FJCL5JeQYaTJYE8hEU5eUsjZmozdr16NSiB6L0BP20bWt_9tD-qBBkNUDFK_w0dYF2c1SpSdWMwQcdQ12FfLxkA1B7r5olXLsl2MKSMg3pekXzPD6NKYZuN1sSEBDiF-2neCxWq53VLE6kgHS8o8I_Bd-jQQ-wiR-xImMM9ybl""]","[""always""]",2025-04-27 01:38:25.069731+00,2025-04-27 01:38:25.069731+00
0458c92a-0eba-454d-9023-54517097b325,30ba0ecb-e9a4-4ca2-a67f-9dd9ea95f860,Signature Dish,Our chef's special creation,29.31,Main Course,4.66213681496107,"[""AeeoHcLU6RVwo8plRehkoQMvauiOXFseg8C29aVVnqoyBlEbZzk4l7gFogzAkP3lCr_ZotT_X5d094geEB57rt35v8u978YJkrS3CcxhJBXY8mc-WkuW8Mdh_8mDNa71lSgnC0VHbKIdvaFW33AL0GEx-yV0fbWaZEZVOelzAyYViTxCfDIf4kAUZnt9e4Ry08DTpcDPGSfRQW6qdg1QAwDMsSicfaFHvip5G8l8dL2i0pkk2tq-xlajedlD0XX8KfXvynDnASJRcKa-tP1qzSRhdW4L4hv8C1uK7GQLtAiO5_8tCH1O3fx7KjXRJNTaf2667WBtxzTRTXCQcX6YWpvAQz3DiN_uhu-wth5nWAhgZwicH3mL0hzhaDnwiRS8SgUxQf-qqV3sQr5sS1lYF4Nh-yIB-qYGJn3r7FUUueXd-sRMAwOopGsnz6MeFvW0qKWrkvv_E9trRD8x4RJZ1DP6msZ3QOwe_SkUF5cEhupuT7-Vr4eyFXEwhj-y2_Q9Mdzn1CTgYpi0gngrx2KyRcKOTRPJ4kLunGvCXm-luCHJgwfilva7IsqhBOU-B6n30t_mutnLh5vcS9uommI3XDUu7q7Zd1eoHsEKbug9V03_aqw3mrw9C7EDChthysG2BpXNRwYycNu2""]","[""always""]",2025-04-27 01:47:10.958723+00,2025-04-27 01:47:10.958723+00
04774254-57f8-4a2b-8496-b0d0696ffcae,13e91423-7413-46cd-b59a-3e0906daded5,House Coffee,Our signature blend,4.49,Beverage,3.15525320472689,"[""AeeoHcKwICmvV2BIXBMnNv9n093xobxXHsBcJIaEhQofK0OELZL5AIT_EeD4rM7yh9epYGIkGMUJVjOc-LJrZeFfKl6VSXxYPg7S4jYj042lXmT0QsL3LIoSgm0gFijBEu1n-Q-DOc3pGx1dUODLVJ113r6C8AXXyeqEkmiQpzfU-od1XWlGlBzQ2jYkICcAIyAHfjRePj400UqLreM8j3S7Zk2mExWzZvLxD3Y3JX82OOAMzJyYm1NL6D2THWe_6n_LUHbVBlFheUz7Z3Z-BbikUwAg9rPJUH9RPlJaz8ttmJwgKEwnOrln8TizdcqQVJmllDs4iBG5z5A""]","[""always""]",2025-04-27 01:38:29.088125+00,2025-04-27 01:38:29.088125+00
